pl_name,pl_altname,st_name,st_spectral_type,st_distance,st_apparent_magnitude,pl_semi_major_axis,pl_eccentricity,pl_orbital_period,pl_angular_distance,pl_periastron_time,pl_inclination,pl_argument_of_periastron,pl_mass,pl_minimum_mass,pl_radius,pl_density,pl_temperature,disc_method,disc_year,disc_facility
GJ 463 b,,GJ 463,M3 V,"ValueWithUncertainty(value=18, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=11, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.09, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3448, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=192, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2454457, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=152, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=-69, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)",,Radial Velocity,"ValueWithUncertainty(value=2022, error_positive=None, error_negative=None, sign=None)",Multiple Observatories
TOI-4504 d,,TOI-4504,K1 V,"ValueWithUncertainty(value=342, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=13, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.2219, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0445, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=40, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.648, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=85, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=98, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.984, error_positive=None, error_negative=None, sign=None)",,Transit Timing Variations,"ValueWithUncertainty(value=2024, error_positive=None, error_negative=None, sign=None)",Multiple Observatories
HD 110014 b,,HD 110014,K2 III,"ValueWithUncertainty(value=100, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.462, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=835, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=21, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2451796, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=290, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=11, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=11, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=10, error_positive=None, error_negative=None, sign=None)",,Radial Velocity,"ValueWithUncertainty(value=2009, error_positive=None, error_negative=None, sign=None)",La Silla Observatory
Kepler-171 d,,Kepler-171,,"ValueWithUncertainty(value=863, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.223, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=39, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.258, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0133, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.169, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=497, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2014, error_positive=None, error_negative=None, sign=None)",Kepler
Kepler-910 b,,Kepler-910,,"ValueWithUncertainty(value=400, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=11, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.03752, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0937, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0015, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0731555, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1752, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2016, error_positive=None, error_negative=None, sign=None)",Kepler
OGLE-2013-BLG-1721L b,,OGLE-2013-BLG-1721L,,"ValueWithUncertainty(value=6300, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.413, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=0.64, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.392, error_positive=None, error_negative=None, sign=None)",,Microlensing,"ValueWithUncertainty(value=2017, error_positive=None, error_negative=None, sign=None)",OGLE
K2-293 b,,K2-293,,"ValueWithUncertainty(value=392, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=13, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=13, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=88, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0207, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.21857436, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=750, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2019, error_positive=None, error_negative=None, sign=None)",K2
TOI-2076 c,,TOI-2076,K,"ValueWithUncertainty(value=41, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=9, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.142, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=21, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=90, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.17304935, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.32959428, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=6, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=543, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2021, error_positive=None, error_negative=None, sign=None)",Transiting Exoplanet Survey Satellite (TESS)
OGLE-2017-BLG-1237L b,,OGLE-2017-BLG-1237L,,"ValueWithUncertainty(value=6030, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.42, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)",,Microlensing,"ValueWithUncertainty(value=2024, error_positive=None, error_negative=None, sign=None)",OGLE
Kepler-184 d,,Kepler-184,,"ValueWithUncertainty(value=610, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=14, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.179, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=29, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.293, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0213, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.222, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=559, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2014, error_positive=None, error_negative=None, sign=None)",Kepler
Kepler-1425 b,,Kepler-1425,,"ValueWithUncertainty(value=863, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=13, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.11435, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=14, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.132, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=87, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.00245, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.08386118, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=676, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2016, error_positive=None, error_negative=None, sign=None)",Kepler
KMT-2021-BLG-2478L b,,KMT-2021-BLG-2478L,,"ValueWithUncertainty(value=2970, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.623, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=0.9, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.585, error_positive=None, error_negative=None, sign=None)",,Microlensing,"ValueWithUncertainty(value=2023, error_positive=None, error_negative=None, sign=None)",KMTNet
BD-13 2130 b,,BD-13 2130,G5 IV/V,"ValueWithUncertainty(value=925, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=10, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.21, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=714, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2453213, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=18, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=9, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=9, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=8, error_positive=None, error_negative=None, sign=None)",,Radial Velocity,"ValueWithUncertainty(value=2007, error_positive=None, error_negative=None, sign=None)",La Silla Observatory
HD 48948 d,,HD 48948,K3 V,"ValueWithUncertainty(value=16, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=8, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.4894, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.055, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=151, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=29, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2456494, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=269, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.03331987, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0333198662132174, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.289, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=349, error_positive=None, error_negative=None, sign=None)",Radial Velocity,"ValueWithUncertainty(value=2024, error_positive=None, error_negative=None, sign=None)",Roque de los Muchachos Observatory
HIP 14810 c,,HIP 14810,G5,"ValueWithUncertainty(value=50, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=8, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.549, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1566, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=147, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=10, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2463786, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=331, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.91, error_positive=None, error_negative=None, sign=None)",,Radial Velocity,"ValueWithUncertainty(value=2006, error_positive=None, error_negative=None, sign=None)",W. M. Keck Observatory
CoRoT-30 b,,CoRoT-30,G3 V,"ValueWithUncertainty(value=1032, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0844, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.007, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=9, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0818, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=90, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=178, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)",,Transit,"ValueWithUncertainty(value=2020, error_positive=None, error_negative=None, sign=None)",CoRoT
HD 233604 b,,HD 233604,K5,"ValueWithUncertainty(value=847, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=10, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.747, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.05, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=192, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.882, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2453022, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=281, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=6, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=6, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)",,Radial Velocity,"ValueWithUncertainty(value=2013, error_positive=None, error_negative=None, sign=None)",McDonald Observatory
gam Lib c,,gam Lib,K0 III,"ValueWithUncertainty(value=47, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.065, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=966, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=48, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2455563, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=152, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4, error_positive=None, error_negative=None, sign=None)",,Radial Velocity,"ValueWithUncertainty(value=2018, error_positive=None, error_negative=None, sign=None)",Okayama Astrophysical Observatory
TOI-1266 b,,TOI-1266,M2,"ValueWithUncertainty(value=36, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.073, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.039, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=10, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.01403273, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.22481973, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=415, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2020, error_positive=None, error_negative=None, sign=None)",Transiting Exoplanet Survey Satellite (TESS)
Kepler-329 b,,Kepler-329,,"ValueWithUncertainty(value=439, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.061, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=7, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.139, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.008, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.125, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=547, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2014, error_positive=None, error_negative=None, sign=None)",Kepler
Kepler-299 b,,Kepler-299,,"ValueWithUncertainty(value=1052, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.04, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.038, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.00724, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.118, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1258, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2014, error_positive=None, error_negative=None, sign=None)",Kepler
KMT-2023-BLG-0416L b,,KMT-2023-BLG-0416L,,"ValueWithUncertainty(value=5900, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.502, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=0.041, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.327, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)",,Microlensing,"ValueWithUncertainty(value=2024, error_positive=None, error_negative=None, sign=None)",KMTNet
HD 96167 b,,HD 96167,G5,"ValueWithUncertainty(value=85, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=8, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.685, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=498, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2453061, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=290, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.717, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.717, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.456, error_positive=None, error_negative=None, sign=None)",,Radial Velocity,"ValueWithUncertainty(value=2009, error_positive=None, error_negative=None, sign=None)",W. M. Keck Observatory
NGTS-11 b,,NGTS-11,K,"ValueWithUncertainty(value=190, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.201, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.13, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=35, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=32, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.344, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.817, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.78, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=435, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2020, error_positive=None, error_negative=None, sign=None)",Transiting Exoplanet Survey Satellite (TESS)
Kepler-1892 b,,Kepler-1892,,"ValueWithUncertainty(value=851, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0633, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=6, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0743, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0127, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.16389353, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=822, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2021, error_positive=None, error_negative=None, sign=None)",Kepler
Kepler-660 b,,Kepler-660,,"ValueWithUncertainty(value=568, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0759, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=9, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.134, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0224, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.22928004, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=649, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2016, error_positive=None, error_negative=None, sign=None)",Kepler
HD 137496 b,,HD 137496,G,"ValueWithUncertainty(value=155, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=9, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.02732, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.176, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=85, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.01271126, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.11687057, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=10, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2130, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2021, error_positive=None, error_negative=None, sign=None)",K2
WASP-36 b,,WASP-36,,"ValueWithUncertainty(value=386, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.02677, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.019, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0693, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=83, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1733, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2011, error_positive=None, error_negative=None, sign=None)",SuperWASP
Kepler-1468 d,,Kepler-1468,,"ValueWithUncertainty(value=1899, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1456, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=19, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0767, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0349, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.29725017, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=819, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2021, error_positive=None, error_negative=None, sign=None)",Kepler
Kepler-770 b,,Kepler-770,,"ValueWithUncertainty(value=930, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=14, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1694, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=18, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.182, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0186, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.20519226, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1171, error_positive=None, error_negative=None, sign=None)",Transit,"ValueWithUncertainty(value=2016, error_positive=None, error_negative=None, sign=None)",Kepler
